numero_pokedex,nombre,img_url
113,chansey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
114,tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
115,kangaskhan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
116,horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
117,seadra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
118,goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
119,seaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
120,staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
121,starmie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
122,mr-mime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
123,scyther,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
124,jynx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
125,electabuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
126,magmar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
127,pinsir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png
128,tauros,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png
129,magikarp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
130,gyarados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
131,lapras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
132,ditto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
133,eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
134,vaporeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png
135,jolteon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
136,flareon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
137,porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png
138,omanyte,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png
139,omastar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png
140,kabuto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
141,kabutops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
142,aerodactyl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png
143,snorlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png
144,articuno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png
145,zapdos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png
146,moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png
147,dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
148,dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
149,dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
150,mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
151,mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
152,chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
153,bayleef,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png
154,meganium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
155,cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
156,quilava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
157,typhlosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
158,totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
159,croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
160,feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
161,sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
162,furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
163,hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
164,noctowl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
165,ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
166,ledian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
167,spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
168,ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
169,crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
170,chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
171,lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
172,pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
173,cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
174,igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
175,togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
176,togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
177,natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
178,xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
179,mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
180,flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
181,ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
182,bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
183,marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
184,azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
185,sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
186,politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
187,hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
188,skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
189,jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
190,aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
191,sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
192,sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
193,yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
194,wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
195,quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
196,espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
197,umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
198,murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
199,slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
200,misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
201,unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png
202,wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
203,girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
204,pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
205,forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
206,dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
207,gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
208,steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
209,snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
210,granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
211,qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
212,scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
213,shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
214,heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
215,sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
216,teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
217,ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
218,slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
219,magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
220,swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
221,piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
222,corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
223,remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
224,octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
225,delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
226,mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
227,skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
228,houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
229,houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
230,kingdra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
231,phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
232,donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
233,porygon2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
234,stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
235,smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
236,tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
237,hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
238,smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
239,elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
240,magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
241,miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
242,blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
243,raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
244,entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
245,suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
246,larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
247,pupitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
248,tyranitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
249,lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
250,ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
251,celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
252,treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
253,grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
254,sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
255,torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
256,combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
257,blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
258,mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
259,marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
260,swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
261,poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
262,mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
263,zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
264,linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
265,wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
266,silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
267,beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
268,cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
269,dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
270,lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
271,lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
272,ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
273,seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
274,nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
275,shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
276,taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
277,swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
278,wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
279,pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
280,ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
281,kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
282,gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
283,surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
284,masquerain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
285,shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
286,breloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
287,slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
288,vigoroth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
289,slaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
290,nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
291,ninjask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
292,shedinja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
293,whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
294,loudred,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
295,exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
296,makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
297,hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
298,azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
